isoform	chrom	strand	length	exons	structuralCategory	associatedGene	associatedTranscript	refLength	refExons	diffToTSS	diffToTTS	subCategory	RTS_stage	AllCanonical	Min_sample_cov	MinCov	MinCovPos	sdCov	FL	nIndels	nIndelsJunc	bite	isoExp	geneExp	ratioExp	FSM_class	coding	ORFlength	CDSlength	CDSstart	CDSend	predit
PB.4793.1	chr4	-	2710	10	novel_not_in_catalog	Tmem68	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	5	7	877	152.259646657	2	2	0	FALSE	102.1975	3311.75	0.0308590624292	C	coding	115	345	194	538	Pred_NEG
PB.4793.2	chr4	-	2584	9	novel_not_in_catalog	Tmem68	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	5	7	523	130.115333455	2	8	0	FALSE	83.3325	3311.75	0.0251626783423	C	coding	215	645	735	1379	Pred_NEG
PB.4793.3	chr4	-	2463	8	full-splice_match	Tmem68	ENSMUST00000029891	2690	8	-12	239	no_subtype	FALSE	canonical	10	225	768	68.4689710745	20	0	0	FALSE	3126.22	3311.75	0.943978259229	C	coding	329	987	279	1265	Pred_POS
PB.4869.1	chr4	+	2654	7	full-splice_match	Ubap1	ENSMUST00000072866	3456	7	41	761	no_subtype	FALSE	canonical	15	110	195	108.282039139	34	0	0	FALSE	1924.195	2116.5	0.909140089771	C	coding	502	1506	203	1708	Pred_POS
PB.4869.2	chr4	+	1713	6	novel_in_catalog	Ubap1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	8	26	352	114.254102771	2	0	0	FALSE	170.7525	2116.5	0.0806768249468	C	coding	194	582	194	775	Pred_NEG
PB.4869.3	chr4	+	1853	7	full-splice_match	Ubap1	XM_006538196	2483	7	-81	711	no_subtype	FALSE	canonical	3	4	103	134.018655418	1	2	0	FALSE	21.5525	2116.5	0.0101830852823	C	coding	502	1506	111	1616	Pred_NEG
PB.4598.9	chr3	+	1328	4	novel_in_catalog	Mtmr11	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	8	56	759	1144.60735626	2	0	0	FALSE	3201.6375	14044.2475	0.227967892192	C	coding	124	846	1	846	Pred_POS
PB.4598.8	chr3	+	1477	4	novel_in_catalog	Mtmr11	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	9	988	553	781.629068037	9	0	0	FALSE	3450.795	14044.2475	0.24570878575	C	coding	143	429	563	991	Pred_POS
PB.5261.8	chr4	+	1734	12	novel_in_catalog	Eno1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	5	10	105	20182.8025804	2	3	0	FALSE	713.65	373462.1425	0.00191090319148	C	coding	434	1302	115	1416	Pred_NEG
PB.4598.5	chr3	+	2594	17	full-splice_match	Mtmr11	XR_375501	2787	17	188	5	no_subtype	FALSE	canonical	9	48	1195	627.224840069	2	4	0	FALSE	173.315	14044.2475	0.0123406398242	C	coding	417	1251	58	1308	Pred_POS
PB.4598.4	chr3	+	2662	17	full-splice_match	Mtmr11	XM_006501153	2767	17	98	7	no_subtype	FALSE	canonical	8	56	2093	603.493164833	6	1	0	FALSE	233.2	14044.2475	0.016604663226	C	coding	681	2043	138	2180	Pred_POS
PB.2656.4	chr16	+	4890	9	novel_not_in_catalog	Ppm1f	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	6	6	302	208.683971593	1	9	0	FALSE	274.77	7835	0.0350695596682	C	coding	287	861	693	1553	Pred_NEG
PB.2656.2	chr16	+	2840	8	novel_not_in_catalog	Ppm1f	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	1072	178.636502429	1	2	0	TRUE	560.6875	7835	0.071561901723	C	coding	328	984	103	1086	Pred_NEG
PB.2304.3	chr15	+	3407	15	full-splice_match	Dab2	NM_023118	4520	15	30	1083	no_subtype	FALSE	canonical	9	46	484	1802.00776913	6	1	0	FALSE	1063.29	1871.7525	0.568071900532	C	coding	766	2298	254	2551	Pred_POS
PB.4598.3	chr3	+	2671	17	novel_not_in_catalog	Mtmr11	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	299	628.878366618	1	7	1	TRUE	38.3325	14044.2475	0.00272940931866	C	coding	675	2025	163	2187	Pred_NEG
PB.2656.1	chr16	+	4771	8	novel_not_in_catalog	Ppm1f	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	695	146.283970414	4	5	1	TRUE	634.01	7835	0.0809202297384	C	coding	219	657	129	785	Pred_NEG
PB.5478.1	chr5	-	3210	9	full-splice_match	Usp46	NM_177561	3225	9	8	7	no_subtype	FALSE	canonical	11	111	1117	82.5287828579	23	1	0	FALSE	1718.3775	3480.5	0.493715701767	C	coding	366	1098	119	1216	Pred_POS
PB.508.1	chr10	-	1831	3	full-splice_match	Rab32	NM_026405	2054	3	24	199	no_subtype	FALSE	canonical	5	87	617	12.4899959968	7	0	0	FALSE	660.5	660.5	1	A	coding	223	669	96	764	Pred_POS
PB.3134.1	chr17	-	1589	8	full-splice_match	Plin3	NM_025836	2159	8	0	570	no_subtype	TRUE	canonical	10	602	58	161.00621106	18	0	0	FALSE	3368.75	3368.75	1	A	coding	437	1386	1	1386	Pred_POS
PB.6966.1	chr8	+	1895	16	full-splice_match	Dus2	NM_025518	1910	16	-10	25	no_subtype	FALSE	canonical	11	170	111	45.4862616622	13	0	0	FALSE	1731.7575	1843.25	0.939513088295	C	coding	493	1605	2	1606	Pred_POS
PB.5426.1	chr5	+	1546	11	full-splice_match	Stx18	NM_026959	2519	11	20	953	no_subtype	FALSE	canonical	13	223	512	55.2268050859	16	0	0	FALSE	943.25	943.25	1	A	coding	334	1002	83	1084	Pred_POS
PB.757.2	chr10	-	1845	10	novel_in_catalog	Metap2	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	11	129	244	798.691429777	1	4	0	FALSE	6134.6275	19867.245	0.30878098599	C	coding	442	1326	94	1419	Pred_POS
PB.2285.1	chr14	+	5109	12	full-splice_match	Dnajc3	NM_008929	5190	12	79	2	no_subtype	FALSE	canonical	18	107	160	283.811557199	9	6	0	FALSE	921.75	921.75	1	A	coding	504	1590	1	1590	Pred_POS
PB.5085.1	chr4	+	2058	11	full-splice_match	Trit1	NM_025873	2059	11	-1	2	no_subtype	FALSE	canonical	16	59	829	55.9821400091	4	0	0	FALSE	1085.25	1085.25	1	A	coding	467	1413	3	1415	Pred_POS
PB.4783.2	chr3	+	2224	9	full-splice_match	Cryz	XM_006500973	2177	9	-50	3	no_subtype	FALSE	canonical	6	15	294	228.039470268	1	3	0	FALSE	577.01	4595	0.125573449402	C	coding	331	993	308	1300	Pred_NEG
PB.4783.1	chr3	+	2047	9	full-splice_match	Cryz	ENSMUST00000192462	2505	9	456	2	no_subtype	FALSE	canonical	11	190	118	188.154192087	14	0	0	FALSE	4017.99	4595	0.874426550598	C	coding	331	993	132	1124	Pred_POS
PB.7358.1	chr9	+	1390	7	incomplete-splice_match	Leo1	NM_001039522	2192	12	-62	864	3prime_fragment	FALSE	canonical	14	395	174	122.739561674	14	0	0	FALSE	485.29	4597.5025	0.105555135642	C	coding	421	1260	126	1385	Pred_POS
PB.7015.1	chr8	+	1788	18	incomplete-splice_match	Cmip	XM_006531435	4002	19	121	2093	internal_fragment	TRUE	canonical	14	146	260	217.336145176	3	0	0	FALSE	827.25	827.25	1	A	coding	517	1752	3	1754	Pred_POS
PB.333.1	chr1	+	2592	4	incomplete-splice_match	Colgalt2	NM_177756	4056	12	1461	3	internal_fragment	FALSE	canonical	6	12	204	24.9799919936	1	5	0	FALSE	139	139	1	A	coding	177	684	2	685	Pred_NEG
PB.639.2	chr10	+	2573	12	full-splice_match	Rtkn2	XM_006513290	2622	12	39	10	no_subtype	FALSE	canonical	7	53	414	76.1051903618	13	0	0	FALSE	1351.375	2396.7525	0.563835857061	C	coding	604	1812	170	1981	Pred_POS
PB.4030.2	chr2	+	2592	11	full-splice_match	BC052040	NM_207264	2752	11	-21	181	no_subtype	FALSE	canonical	13	113	402	40.2243707222	11	1	0	FALSE	1249.36	1338	0.93375186846	C	coding	281	843	191	1033	Pred_POS
PB.4030.1	chr2	+	2660	12	novel_in_catalog	BC052040	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	9	10	292	72.4430811051	4	2	0	FALSE	88.64	1338	0.0662481315396	C	coding	268	804	298	1101	Pred_NEG
PB.1777.1	chr13	+	3981	8	incomplete-splice_match	Arid4b	XM_006516807	5791	24	1799	11	internal_fragment	FALSE	canonical	18	76	1865	227.837661505	1	3	0	FALSE	429.75	429.75	1	A	coding	742	2352	2	2353	Pred_POS
PB.7548.1	chr9	-	1407	10	full-splice_match	Lztfl1	NM_033322	3421	10	-74	2088	no_subtype	FALSE	canonical	21	149	106	424.763463589	3	1	0	FALSE	833	833	1	A	coding	299	897	104	1000	Pred_POS
PB.6682.1	chr8	+	2974	11	full-splice_match	Cers4	ENSMUST00000175781	2506	11	32	-500	no_subtype	FALSE	canonical	13	456	518	70.5974503789	55	1	0	FALSE	2008.3575	4838.7525	0.415056876747	C	coding	393	1179	109	1287	Pred_POS
PB.500.3	chr10	+	1249	8	full-splice_match	Nup43	ENSMUST00000040135	1286	8	31	6	no_subtype	FALSE	canonical	9	268	148	115.585466214	18	0	0	FALSE	1689.29	2018.66	0.836837307917	C	coding	380	1167	2	1168	Pred_POS
PB.500.2	chr10	+	1133	7	novel_not_in_catalog	Nup43	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	540	162.323750573	1	3	1	TRUE	66.745	2018.66	0.0330640127609	C	coding	188	600	2	601	Pred_NEG
PB.500.1	chr10	+	1526	8	novel_not_in_catalog	Nup43	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	8	14	417	177.870739584	1	0	0	FALSE	194.985	2018.66	0.0965913031417	C	coding	303	909	529	1437	Pred_NEG
PB.6682.2	chr8	+	1670	12	full-splice_match	Cers4	XM_006508861	3978	12	52	2256	no_subtype	FALSE	canonical	3	28	29	167.305110502	1	0	0	FALSE	2358.325	4838.7525	0.487382853328	C	coding	393	1179	217	1395	Pred_NEG
PB.639.3	chr10	+	2599	13	novel_not_in_catalog	Rtkn2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	1	1	129	94.8683298051	1	1	0	FALSE	35.88	2396.7525	0.0149702566285	C	coding	589	1767	241	2007	Pred_NEG
PB.4546.1	chr3	-	4371	33	fusion	Hax1,Ubap2l	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	8	175	3285	684.268952971	1	4	1	FALSE	193.1325	193.1325	1	A	coding	1385	4155	46	4200	Pred_POS
PB.4546.2	chr3	-	1117	7	full-splice_match	Hax1	ENSMUST00000079724	1139	7	10	12	no_subtype	FALSE	canonical	16	809	160	334.891027052	5	0	0	FALSE	3717.78	3717.78	1	A	coding	280	945	3	947	Pred_POS
PB.500.4	chr10	+	1377	7	novel_in_catalog	Nup43	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	9	298	1062	107.75435026	1	2	0	FALSE	67.64	2018.66	0.0335073761802	C	coding	303	909	381	1289	Pred_NEG
PB.3435.1	chr18	-	3187	18	incomplete-splice_match	Atp9b	XM_006526507	4548	30	1355	6	5prime_fragment	FALSE	canonical	13	72	367	37.8285606388	5	5	0	FALSE	883.25	883.25	1	A	coding	697	2091	161	2251	Pred_POS
PB.4164.1	chr2	+	4087	6	full-splice_match	Gzf1	NM_028986	4135	6	43	5	no_subtype	FALSE	canonical	11	160	53	34.2344855372	30	0	0	FALSE	3111.34	3833.5	0.811618625277	C	coding	706	2118	71	2188	Pred_POS
PB.7539.1	chr9	+	3056	11	full-splice_match	Tcaim	ENSMUST00000052740	3049	11	-12	5	no_subtype	FALSE	canonical	10	57	162	33.6005952328	12	1	0	FALSE	840.695	997.25	0.843013286538	C	coding	499	1497	204	1700	Pred_POS
PB.1298.1	chr11	-	1769	2	novel_not_in_catalog	Ptrf	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	59	None	2	1	0	TRUE	10332.35	68550.0025	0.150727200922	B	coding	112	336	851	1186	Pred_NEG
PB.434.1	chr1	-	2577	10	full-splice_match	Fh1	ENSMUST00000027810	2636	10	29	30	no_subtype	FALSE	canonical	18	993	402	620.079027222	120	1	0	FALSE	14183	14183	1	A	coding	507	1554	1	1554	Pred_POS
PB.6741.2	chr8	+	1509	8	full-splice_match	Ppapdc1b	ENSMUST00000139836	1539	8	14	16	no_subtype	FALSE	canonical	9	100	717	62.3698645181	4	3	1	FALSE	583.8475	1590.25	0.367141958812	C	coding	226	678	13	690	Pred_POS
PB.6741.1	chr8	+	1473	7	full-splice_match	Ppapdc1b	NM_028000	1472	7	-5	4	no_subtype	FALSE	canonical	9	185	109	61.6279157525	10	2	0	FALSE	1006.4025	1590.25	0.632858041188	C	coding	260	780	48	827	Pred_POS
PB.5442.1	chr5	-	3023	14	full-splice_match	Dhx15	ENSMUST00000031061	3010	14	-22	9	no_subtype	FALSE	canonical	17	294	887	364.5792095	51	0	0	FALSE	4861.25	4861.25	1	A	coding	795	2385	187	2571	Pred_POS
PB.3259.2	chr18	+	5835	21	novel_in_catalog	Dtna	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	20	313	1690	1274.10007456	6	3	0	FALSE	220.4775	5890.2475	0.0374309398714	C	coding	671	2013	242	2254	Pred_POS
PB.3259.3	chr18	+	2731	21	novel_in_catalog	Dtna	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	229	2315	1287.50650484	1	0	0	FALSE	171.0925	5890.2475	0.0290467420936	C	coding	671	2013	269	2281	Pred_NEG
PB.2691.2	chr16	-	1318	9	novel_not_in_catalog	Alg3	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	10	191	453	364.878061823	1	1	0	FALSE	66.3375	4951.5	0.0133974553166	C	coding	230	690	546	1235	Pred_POS
PB.3259.1	chr18	+	3206	21	novel_in_catalog	Dtna	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	20	313	1824	1279.57844621	2	0	0	FALSE	304.15	5890.2475	0.0516362003464	C	coding	671	2013	376	2388	Pred_NEG
PB.3259.6	chr18	+	5851	20	full-splice_match	Dtna	NM_001285817	6210	20	3	356	no_subtype	FALSE	canonical	20	313	1702	1133.73982906	17	3	0	FALSE	1601.715	5890.2475	0.271926604103	C	coding	671	2013	254	2266	Pred_POS
PB.3259.7	chr18	+	2848	19	novel_in_catalog	Dtna	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	12	19	346	1141.1835961	1	2	0	FALSE	371.7325	5890.2475	0.0631098268791	C	coding	573	1719	312	2030	Pred_POS
PB.3259.4	chr18	+	3509	21	novel_in_catalog	Dtna	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	229	2404	1264.5169038	5	1	0	FALSE	2121.1	5890.2475	0.360103713808	C	coding	671	2013	358	2370	Pred_POS
PB.3259.5	chr18	+	3169	21	full-splice_match	Dtna	ENSMUST00000115832	6321	21	34	3118	no_subtype	FALSE	canonical	20	313	1787	1250.53028752	7	0	0	FALSE	71.06	5890.2475	0.0120640091949	C	coding	671	2013	339	2351	Pred_POS
PB.3259.8	chr18	+	1517	11	novel_in_catalog	Dtna	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	16	260	1253	1355.32948024	9	0	0	FALSE	395.4975	5890.2475	0.067144462096	C	coding	360	1080	202	1281	Pred_POS
PB.3259.9	chr18	+	2906	19	novel_not_in_catalog	Dtna	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	7	10	1845	1215.40199111	1	2	0	TRUE	33.08	5890.2475	0.00561606282249	C	coding	555	1665	193	1857	Pred_NEG
PB.2955.2	chr17	-	1180	11	novel_not_in_catalog	Gnptg	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	15	406	852	388.679816816	2	0	0	FALSE	3418.2475	4886.75	0.699493016831	C	coding	287	861	30	890	Pred_NEG
PB.244.1	chr1	-	2617	9	incomplete-splice_match	Ppip5k2	NM_173760	5568	28	2817	134	5prime_fragment	FALSE	canonical	19	83	623	58.1807528312	1	4	0	FALSE	530.75	530.75	1	A	coding	270	1071	3	1073	Pred_POS
PB.3516.2	chr19	+	3130	22	novel_in_catalog	Nxf1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	24	405	1485	853.104331251	8	0	0	FALSE	14313.375	14314.5	0.999921408362	C	coding	618	1854	144	1997	Pred_POS
PB.3516.1	chr19	+	2295	21	full-splice_match	Nxf1	NM_016813	2284	21	-14	3	no_subtype	FALSE	canonical	25	405	1485	370.133759606	5	0	0	FALSE	1.125	14314.5	7.85916378497e-05	C	coding	618	1854	144	1997	Pred_POS
PB.7634.1	chrX	-	3006	15	full-splice_match	Enox2	NM_001271448	3822	15	2	814	no_subtype	FALSE	canonical	3	6	189	35.1994318136	2	3	1	FALSE	480.25	480.25	1	A	coding	598	1794	228	2021	Pred_NEG
PB.2955.1	chr17	-	2229	11	full-splice_match	Gnptg	NM_172529	1234	11	-10	-985	no_subtype	FALSE	canonical	15	570	193	344.36463233	17	1	1	FALSE	1468.5025	4886.75	0.300506983169	C	coding	307	921	16	936	Pred_POS
PB.6048.9	chr6	+	4299	29	novel_in_catalog	Fam21	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	non_canonical	20	185	2900	238.524631852	1	2	0	FALSE	194.845	3858.4975	0.0504976354138	C	coding	1248	3744	363	4106	Pred_NEG
PB.6048.8	chr6	+	3923	28	novel_in_catalog	Fam21	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	non_canonical	9	50	2809	245.432271717	2	4	0	FALSE	312.0275	3858.4975	0.0808676175117	C	coding	1242	3726	14	3739	Pred_POS
PB.7081.1	chr9	+	2738	5	full-splice_match	Tmem123	NM_133739	2871	5	129	4	no_subtype	FALSE	canonical	10	97	425	121.210560596	11	0	0	FALSE	669.75	669.75	1	A	coding	195	585	17	601	Pred_POS
PB.6048.5	chr6	+	2716	25	incomplete-splice_match	Fam21	XM_006506215	4024	29	64	1244	3prime_fragment	FALSE	canonical	15	110	36	249.553601457	4	0	0	FALSE	50.885	3858.4975	0.0131877758117	C	coding	893	2712	1	2712	Pred_POS
PB.2951.1	chr17	-	2969	5	full-splice_match	Hn1l	ENSMUST00000024981	2933	5	-44	8	no_subtype	FALSE	canonical	10	509	262	272.271922901	193	0	0	FALSE	5612.2275	9774.4875	0.574171024312	C	coding	190	570	70	639	Pred_POS
PB.5888.2	chr6	+	1331	9	novel_in_catalog	Gars	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	400	439	182.732044262	2	1	0	FALSE	1045.055	1398.25	0.74740210978	B	coding	392	1188	2	1189	Pred_POS
PB.6048.6	chr6	+	2603	23	novel_in_catalog	Fam21	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	23	231	1226	232.963516457	1	0	0	FALSE	102.2225	3858.4975	0.0264928252513	C	coding	863	2586	14	2599	Pred_NEG
PB.6048.1	chr6	+	2672	24	incomplete-splice_match	Fam21	XM_006506215	4024	29	8	1344	3prime_fragment	FALSE	canonical	15	110	92	246.894714403	1	1	0	FALSE	78.8425	3858.4975	0.0204334718372	C	coding	860	2577	93	2669	Pred_NEG
PB.2486.1	chr15	-	1373	3	full-splice_match	Nhp2l1	ENSMUST00000080622	1283	3	10	-100	no_subtype	FALSE	canonical	20	3753	223	12.4899959968	64	0	0	FALSE	15672	15672	1	A	coding	128	483	1	483	Pred_POS
PB.3945.1	chr2	+	1992	10	full-splice_match	Zc3h15	NM_026934	1963	10	-34	5	no_subtype	FALSE	canonical	17	328	551	141.233848634	14	1	0	FALSE	1991.25	1991.25	1	A	coding	426	1386	2	1387	Pred_POS
PB.2496.2	chr15	-	3258	9	full-splice_match	Poldip3	NM_178627	3249	9	-12	3	no_subtype	FALSE	canonical	19	696	1183	289.115893717	53	0	0	FALSE	4083.0525	15597.4975	0.261776127869	C	coding	420	1260	96	1355	Pred_POS
PB.7407.1	chr9	-	1319	7	full-splice_match	Atp1b3	NM_007502	1833	7	132	382	no_subtype	FALSE	canonical	10	193	122	345.514109697	1	1	0	FALSE	530	530	1	A	coding	278	834	14	847	Pred_POS
PB.2462.1	chr15	+	1027	4	full-splice_match	Tomm22	NM_172609	1024	4	-2	-1	no_subtype	FALSE	canonical	10	1976	380	345.085496653	4	1	0	FALSE	6850.25	6850.25	1	A	coding	142	450	3	452	Pred_POS
PB.6295.2	chr7	-	2737	2	novel_not_in_catalog	AW146154	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	8	36	106	None	3	3	0	FALSE	170.5425	1129.515	0.150987370686	C	coding	147	441	672	1112	Pred_NEG
PB.5292.1	chr4	+	2101	17	full-splice_match	Cpsf3l	NM_028020	2347	17	7	239	no_subtype	FALSE	canonical	10	249	147	91.2414379545	5	2	0	FALSE	3150	3150	1	A	coding	600	1917	3	1919	Pred_POS
PB.6674.1	chr8	+	1995	2	full-splice_match	Trappc5	NM_025701	2034	2	35	4	no_subtype	FALSE	canonical	10	376	92	None	3	0	0	FALSE	2304.75	2304.75	1	A	coding	188	663	3	665	Pred_POS
PB.2666.2	chr16	-	3142	17	full-splice_match	Med15	XM_006522781	3183	17	26	15	no_subtype	FALSE	canonical	16	67	322	363.946424629	3	9	1	FALSE	1283.2225	1799.75	0.713000416725	C	coding	718	2154	85	2238	Pred_POS
PB.2666.1	chr16	-	1602	6	novel_in_catalog	Med15	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	16	181	133	52.0864665724	1	0	0	FALSE	516.5275	1799.75	0.286999583275	C	coding	223	693	2	694	Pred_POS
PB.315.1	chr1	-	3100	8	incomplete-splice_match	Nek7	NM_021605	3366	10	265	1	5prime_fragment	TRUE	canonical	13	74	167	20.4205778567	1	0	0	FALSE	1172.175	1172.175	1	A	coding	232	810	3	812	Pred_POS
PB.4932.5	chr4	+	2776	3	novel_not_in_catalog	Akap2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	6	10	50	44.0	4	0	0	FALSE	344.4425	4826.7525	0.0713611273833	C	coding	795	2385	162	2546	Pred_NEG
PB.4932.4	chr4	+	2857	4	novel_not_in_catalog	Akap2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	132	45.7274534607	1	2	1	FALSE	46.9525	4826.7525	0.00972755491399	C	coding	795	2628	1	2628	Pred_NEG
PB.6195.1	chr7	+	3982	7	full-splice_match	Zfp606	NM_026112	4736	7	80	674	no_subtype	FALSE	canonical	13	44	405	17.0587221092	1	7	0	FALSE	522	522	1	A	coding	794	2382	375	2756	Pred_POS
PB.4932.1	chr4	+	3044	4	full-splice_match	Akap2	NM_001035532	6830	4	-78	3864	no_subtype	FALSE	canonical	11	93	2613	62.4739945897	23	0	0	FALSE	912.1225	4826.7525	0.188972295555	C	coding	880	2886	3	2888	Pred_POS
PB.5747.1	chr5	+	3789	6	full-splice_match	Zkscan5	NM_016683	3797	6	-1	9	no_subtype	FALSE	canonical	11	74	1284	39.5727178748	3	4	0	FALSE	1999.25	1999.25	1	A	coding	817	2451	744	3194	Pred_POS
PB.988.5	chr11	+	3126	17	full-splice_match	Kif3a	ENSMUST00000057330	2290	17	-1	-835	no_subtype	FALSE	canonical	22	134	1373	277.699477853	10	0	0	FALSE	2996.47	6753	0.443724270695	C	coding	698	2094	149	2242	Pred_POS
PB.4932.2	chr4	+	2816	3	full-splice_match	Akap2	ENSMUST00000102903	6650	3	-9	3843	no_subtype	FALSE	canonical	11	98	2545	64.4980619864	65	0	0	FALSE	3286.855	4826.7525	0.680966136134	C	coding	795	2565	1	2565	Pred_POS
PB.5852.1	chr6	+	3003	16	full-splice_match	Agk	NM_023538	2225	16	31	-809	no_subtype	FALSE	canonical	14	185	129	172.005813855	6	0	0	FALSE	4000.75	4000.75	1	A	coding	421	1290	2	1291	Pred_POS
PB.4727.6	chr3	+	1922	8	full-splice_match	Ube2d3	NM_025356	2619	8	49	648	no_subtype	FALSE	canonical	26	672	57	601.178010243	39	1	0	FALSE	1580.335	6798.5075	0.232453225947	C	coding	147	441	189	629	Pred_POS
PB.141.6	chr1	+	5547	13	full-splice_match	Map2	XM_006495760	5698	13	147	4	no_subtype	FALSE	canonical	19	341	1471	527.848463103	71	0	0	FALSE	6950.665	14512.55	0.47894167462	C	coding	498	1494	479	1972	Pred_POS
PB.141.7	chr1	+	5083	10	novel_not_in_catalog	Map2	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	4	62	586	637.971002476	5	0	0	TRUE	425.2775	14512.55	0.0293041195379	C	non_coding	NA	NA	NA	NA	Pred_NEG
PB.141.4	chr1	+	5531	15	full-splice_match	Map2	NM_001039934	5520	15	-14	3	no_subtype	FALSE	canonical	12	64	244	676.479859272	6	0	0	FALSE	1094.5675	14512.55	0.0754221346352	C	coding	498	1494	462	1955	Pred_POS
PB.141.5	chr1	+	3150	6	full-splice_match	Map2	ENSMUST00000128673	3537	6	20	367	no_subtype	FALSE	canonical	25	818	287	211.551412191	11	1	0	FALSE	423.99	14512.55	0.02921540322	C	coding	171	513	454	966	Pred_POS
PB.141.2	chr1	+	3138	7	novel_in_catalog	Map2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	21	228	239	503.223608349	3	0	0	FALSE	118.24	14512.55	0.0081474310166	C	coding	171	513	406	918	Pred_NEG
PB.6688.2	chr8	+	1338	10	full-splice_match	Carkd	NM_026995	1359	10	13	8	no_subtype	FALSE	canonical	11	411	160	398.498431615	15	0	0	FALSE	1522.6375	6818.5	0.223309745545	C	coding	298	894	208	1101	Pred_POS
PB.3063.1	chr17	+	1451	4	full-splice_match	Nrm	NM_134122	1464	4	7	6	no_subtype	FALSE	canonical	5	147	193	116.215317407	13	0	0	FALSE	1444.25	1444.25	1	A	coding	262	846	1	846	Pred_POS
PB.141.1	chr1	+	2756	13	full-splice_match	Map2	XM_006536912	5367	13	-20	2631	no_subtype	FALSE	canonical	20	228	241	584.741823372	1	1	0	FALSE	32.855	14512.55	0.00226390262221	C	coding	467	1401	408	1808	Pred_NEG
PB.7453.1	chr9	-	2697	11	full-splice_match	Mapkapk3	NM_178907	2816	11	110	9	no_subtype	FALSE	canonical	6	9	520	164.812014125	5	0	0	FALSE	877.5	877.5	1	A	coding	384	1152	296	1447	Pred_NEG
PB.5745.1	chr5	-	3031	9	full-splice_match	Ptcd1	ENSMUST00000031628	3087	9	40	16	no_subtype	FALSE	canonical	7	117	948	64.7070320753	28	0	0	FALSE	2392.3975	2392.3975	1	A	coding	695	2085	142	2226	Pred_POS
PB.5311.1	chr5	+	3137	5	full-splice_match	Steap4	NM_054098	3140	5	2	1	no_subtype	FALSE	canonical	2	910	1054	226.929504472	181	2	0	FALSE	13731.34	15799.5025	0.869099517532	C	coding	470	1410	71	1480	Pred_POS
PB.5311.3	chr5	+	3101	6	novel_not_in_catalog	Steap4	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	231	486.194405562	1	0	0	TRUE	2056.58	15799.5025	0.130167389764	C	coding	453	1359	89	1447	Pred_NEG
PB.5311.2	chr5	+	1846	2	genic	Steap4	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	20	None	1	1	1	TRUE	11.5825	15799.5025	0.000733092703394	C	non_coding	NA	NA	NA	NA	Pred_NEG
PB.7095.1	chr9	+	3064	16	full-splice_match	Mtmr2	ENSMUST00000134674	3106	16	34	8	no_subtype	FALSE	canonical	7	33	276	255.814385835	5	2	0	FALSE	42.085	4013.2575	0.010486493827	C	coding	571	1713	412	2124	Pred_NEG
